representation,model,fit,held_out_iso3,fold,n_train,matrix_columns,matrix_rank,feature_identified,column,coefficient
per_capita,M1b,primary_training,AGO,1,143,21,21,True,income_group=Low-income countries,-0.002528981199652735
per_capita,M1b,primary_training,AGO,1,143,21,21,True,income_group=Lower-middle-income countries,-0.012467822464011841
per_capita,M1b,primary_training,AGO,1,143,21,21,True,income_group=Upper-middle-income countries,-0.013279086982952376
per_capita,M1b,primary_training,BEN,2,143,21,21,True,intercept,0.14790332526210653
per_capita,M1b,primary_training,BEN,2,143,21,21,True,cum_co2_per_capita,0.01706245831893111
per_capita,M1b,primary_training,BEN,2,143,21,21,True,abs_latitude,0.0010559494479160884
per_capita,M1b,primary_training,BEN,2,143,21,21,True,elevation,-4.449435537228093e-07
per_capita,M1b,primary_training,BEN,2,143,21,21,True,continentality,4.014240585944664e-05
per_capita,M1b,primary_training,BEN,2,143,21,21,True,population,0.0024803235975597382
per_capita,M1b,primary_training,BEN,2,143,21,21,True,station_density,-0.001766112749878788
per_capita,M1b,primary_training,BEN,2,143,21,21,True,baseline_dryness,0.0015512868578321367
per_capita,M1b,primary_training,BEN,2,143,21,21,True,climate_zone=B,0.007885979829815887
per_capita,M1b,primary_training,BEN,2,143,21,21,True,climate_zone=C,-0.0214491466477091
per_capita,M1b,primary_training,BEN,2,143,21,21,True,climate_zone=D,-0.006266481889697716
per_capita,M1b,primary_training,BEN,2,143,21,21,True,climate_zone=E,-0.09240022017929865
per_capita,M1b,primary_training,BEN,2,143,21,21,True,hemisphere=S,-0.02414845345027468
per_capita,M1b,primary_training,BEN,2,143,21,21,True,spatial_block=Asia,-0.04960144760270598
per_capita,M1b,primary_training,BEN,2,143,21,21,True,spatial_block=Europe,-0.05892922051597868
per_capita,M1b,primary_training,BEN,2,143,21,21,True,spatial_block=North America,-0.08715115996328297
per_capita,M1b,primary_training,BEN,2,143,21,21,True,spatial_block=Oceania,-0.05641696131542946
per_capita,M1b,primary_training,BEN,2,143,21,21,True,spatial_block=South America,-0.061642354459266135
per_capita,M1b,primary_training,BEN,2,143,21,21,True,income_group=Low-income countries,0.007641784087577205
per_capita,M1b,primary_training,BEN,2,143,21,21,True,income_group=Lower-middle-income countries,-0.008351332659688225
per_capita,M1b,primary_training,BEN,2,143,21,21,True,income_group=Upper-middle-income countries,-0.013548834271158593
per_capita,M1b,primary_training,BWA,3,142,21,21,True,intercept,0.16833350924627288
per_capita,M1b,primary_training,BWA,3,142,21,21,True,cum_co2_per_capita,0.017309845810239706
per_capita,M1b,primary_training,BWA,3,142,21,21,True,abs_latitude,0.001254292304507366
per_capita,M1b,primary_training,BWA,3,142,21,21,True,elevation,1.078157788838654e-06
per_capita,M1b,primary_training,BWA,3,142,21,21,True,continentality,4.0850999488102115e-05
per_capita,M1b,primary_training,BWA,3,142,21,21,True,population,5.3223836006719027e-05
per_capita,M1b,primary_training,BWA,3,142,21,21,True,station_density,-0.0014684077624474107
per_capita,M1b,primary_training,BWA,3,142,21,21,True,baseline_dryness,0.0038598838987332763
per_capita,M1b,primary_training,BWA,3,142,21,21,True,climate_zone=B,0.011691376622341442
per_capita,M1b,primary_training,BWA,3,142,21,21,True,climate_zone=C,-0.024013997437346352
per_capita,M1b,primary_training,BWA,3,142,21,21,True,climate_zone=D,-0.01101851735522394
per_capita,M1b,primary_training,BWA,3,142,21,21,True,climate_zone=E,-0.10253301353491044
per_capita,M1b,primary_training,BWA,3,142,21,21,True,hemisphere=S,-0.01406160504761707
per_capita,M1b,primary_training,BWA,3,142,21,21,True,spatial_block=Asia,-0.059738376788590876
per_capita,M1b,primary_training,BWA,3,142,21,21,True,spatial_block=Europe,-0.0706914167787683
per_capita,M1b,primary_training,BWA,3,142,21,21,True,spatial_block=North America,-0.09591584938912459
per_capita,M1b,primary_training,BWA,3,142,21,21,True,spatial_block=Oceania,-0.07403261387862747
per_capita,M1b,primary_training,BWA,3,142,21,21,True,spatial_block=South America,-0.07899868568367008
per_capita,M1b,primary_training,BWA,3,142,21,21,True,income_group=Low-income countries,0.0008592486548673401
per_capita,M1b,primary_training,BWA,3,142,21,21,True,income_group=Lower-middle-income countries,-0.008445616586365072
per_capita,M1b,primary_training,BWA,3,142,21,21,True,income_group=Upper-middle-income countries,-0.01160051900771085
per_capita,M1b,primary_training,BFA,4,140,21,21,True,intercept,0.13655134527314128
per_capita,M1b,primary_training,BFA,4,140,21,21,True,cum_co2_per_capita,0.019369404497512135
per_capita,M1b,primary_training,BFA,4,140,21,21,True,abs_latitude,0.0010420525793160564
per_capita,M1b,primary_training,BFA,4,140,21,21,True,elevation,2.5724282785116766e-07
per_capita,M1b,primary_training,BFA,4,140,21,21,True,continentality,4.0742457037451407e-05
per_capita,M1b,primary_training,BFA,4,140,21,21,True,population,0.0026637183221520995
per_capita,M1b,primary_training,BFA,4,140,21,21,True,station_density,-0.0017862066993081613
per_capita,M1b,primary_training,BFA,4,140,21,21,True,baseline_dryness,0.0015552342159149103
per_capita,M1b,primary_training,BFA,4,140,21,21,True,climate_zone=B,0.006126346615732065
per_capita,M1b,primary_training,BFA,4,140,21,21,True,climate_zone=C,-0.02151209184137278
per_capita,M1b,primary_training,BFA,4,140,21,21,True,climate_zone=D,-0.007245136092865667
per_capita,M1b,primary_training,BFA,4,140,21,21,True,climate_zone=E,-0.09216838198955264
per_capita,M1b,primary_training,BFA,4,140,21,21,True,hemisphere=S,-0.019821457969625384
per_capita,M1b,primary_training,BFA,4,140,21,21,True,spatial_block=Asia,-0.04425964133470967
per_capita,M1b,primary_training,BFA,4,140,21,21,True,spatial_block=Europe,-0.054112190598992464
per_capita,M1b,primary_training,BFA,4,140,21,21,True,spatial_block=North America,-0.08169278304078842
per_capita,M1b,primary_training,BFA,4,140,21,21,True,spatial_block=Oceania,-0.055341049687245174
per_capita,M1b,primary_training,BFA,4,140,21,21,True,spatial_block=South America,-0.060047490282249476
per_capita,M1b,primary_training,BFA,4,140,21,21,True,income_group=Low-income countries,0.01314338731763037
per_capita,M1b,primary_training,BFA,4,140,21,21,True,income_group=Lower-middle-income countries,-0.008008786134020741
per_capita,M1b,primary_training,BFA,4,140,21,21,True,income_group=Upper-middle-income countries,-0.012386054104964702
per_capita,M1b,primary_training,BDI,5,144,21,21,True,intercept,0.14905969835045463
per_capita,M1b,primary_training,BDI,5,144,21,21,True,cum_co2_per_capita,0.017505018515257625
per_capita,M1b,primary_training,BDI,5,144,21,21,True,abs_latitude,0.0011399246716026039
per_capita,M1b,primary_training,BDI,5,144,21,21,True,elevation,-3.009883924603298e-06
per_capita,M1b,primary_training,BDI,5,144,21,21,True,continentality,3.929792397663966e-05
per_capita,M1b,primary_training,BDI,5,144,21,21,True,population,0.002061903853749931
per_capita,M1b,primary_training,BDI,5,144,21,21,True,station_density,-0.0017125581833745097
per_capita,M1b,primary_training,BDI,5,144,21,21,True,baseline_dryness,0.0034748527788745764
per_capita,M1b,primary_training,BDI,5,144,21,21,True,climate_zone=B,0.011523660251363045
per_capita,M1b,primary_training,BDI,5,144,21,21,True,climate_zone=C,-0.017607398659256833
per_capita,M1b,primary_training,BDI,5,144,21,21,True,climate_zone=D,-0.0030373859935097875
per_capita,M1b,primary_training,BDI,5,144,21,21,True,climate_zone=E,-0.09148894580268081
per_capita,M1b,primary_training,BDI,5,144,21,21,True,hemisphere=S,-0.03422548121152359
per_capita,M1b,primary_training,BDI,5,144,21,21,True,spatial_block=Asia,-0.052752765918390544
per_capita,M1b,primary_training,BDI,5,144,21,21,True,spatial_block=Europe,-0.06560792699456687
per_capita,M1b,primary_training,BDI,5,144,21,21,True,spatial_block=North America,-0.09018426693510084
per_capita,M1b,primary_training,BDI,5,144,21,21,True,spatial_block=Oceania,-0.051562161862352025
per_capita,M1b,primary_training,BDI,5,144,21,21,True,spatial_block=South America,-0.05623856769060142
per_capita,M1b,primary_training,BDI,5,144,21,21,True,income_group=Low-income countries,0.01123153129637853
per_capita,M1b,primary_training,BDI,5,144,21,21,True,income_group=Lower-middle-income countries,-0.005773935640064993
per_capita,M1b,primary_training,BDI,5,144,21,21,True,income_group=Upper-middle-income countries,-0.012013552545168903
per_capita,M1b,primary_training,CMR,6,142,21,21,True,intercept,0.17437971926102316
per_capita,M1b,primary_training,CMR,6,142,21,21,True,cum_co2_per_capita,0.017916663098339353
per_capita,M1b,primary_training,CMR,6,142,21,21,True,abs_latitude,0.0008605588358453276
per_capita,M1b,primary_training,CMR,6,142,21,21,True,elevation,-2.2281765250447085e-06
per_capita,M1b,primary_training,CMR,6,142,21,21,True,continentality,4.908442385273244e-05
per_capita,M1b,primary_training,CMR,6,142,21,21,True,population,0.000851603967552985
per_capita,M1b,primary_training,CMR,6,142,21,21,True,station_density,-0.001739649402456297
per_capita,M1b,primary_training,CMR,6,142,21,21,True,baseline_dryness,0.0024538928639314147
per_capita,M1b,primary_training,CMR,6,142,21,21,True,climate_zone=B,0.004188318549344671
per_capita,M1b,primary_training,CMR,6,142,21,21,True,climate_zone=C,-0.02209439775369214
per_capita,M1b,primary_training,CMR,6,142,21,21,True,climate_zone=D,-0.0072186502828513795
per_capita,M1b,primary_training,CMR,6,142,21,21,True,climate_zone=E,-0.09197704234334447
per_capita,M1b,primary_training,CMR,6,142,21,21,True,hemisphere=S,-0.03126557769814757
per_capita,M1b,primary_training,CMR,6,142,21,21,True,spatial_block=Asia,-0.0577855638149947
per_capita,M1b,primary_training,CMR,6,142,21,21,True,spatial_block=Europe,-0.06716257080984858
per_capita,M1b,primary_training,CMR,6,142,21,21,True,spatial_block=North America,-0.0995057280106877
per_capita,M1b,primary_training,CMR,6,142,21,21,True,spatial_block=Oceania,-0.059953202707602606
per_capita,M1b,primary_training,CMR,6,142,21,21,True,spatial_block=South America,-0.06837573659925063
per_capita,M1b,primary_training,CMR,6,142,21,21,True,income_group=Low-income countries,0.0007447880786356114
per_capita,M1b,primary_training,CMR,6,142,21,21,True,income_group=Lower-middle-income countries,-0.011997463077514975
per_capita,M1b,primary_training,CMR,6,142,21,21,True,income_group=Upper-middle-income countries,-0.014453974112307559
per_capita,M1b,primary_training,CAF,7,141,21,21,True,intercept,0.17066655632796188
per_capita,M1b,primary_training,CAF,7,141,21,21,True,cum_co2_per_capita,0.01912031121989846
per_capita,M1b,primary_training,CAF,7,141,21,21,True,abs_latitude,0.0007100729970207126
per_capita,M1b,primary_training,CAF,7,141,21,21,True,elevation,-3.1028120556693783e-06
per_capita,M1b,primary_training,CAF,7,141,21,21,True,continentality,5.3732582995478065e-05
per_capita,M1b,primary_training,CAF,7,141,21,21,True,population,0.0013540488127092019
per_capita,M1b,primary_training,CAF,7,141,21,21,True,station_density,-0.0017356980679070835
per_capita,M1b,primary_training,CAF,7,141,21,21,True,baseline_dryness,0.0027988801761214834
per_capita,M1b,primary_training,CAF,7,141,21,21,True,climate_zone=B,0.0073301627077721
per_capita,M1b,primary_training,CAF,7,141,21,21,True,climate_zone=C,-0.019176337304651486
per_capita,M1b,primary_training,CAF,7,141,21,21,True,climate_zone=D,-0.0036595806240230996
per_capita,M1b,primary_training,CAF,7,141,21,21,True,climate_zone=E,-0.08511845292873897
per_capita,M1b,primary_training,CAF,7,141,21,21,True,hemisphere=S,-0.03356908665528331
per_capita,M1b,primary_training,CAF,7,141,21,21,True,spatial_block=Asia,-0.05932081853719339
per_capita,M1b,primary_training,CAF,7,141,21,21,True,spatial_block=Europe,-0.06679627874090809
per_capita,M1b,primary_training,CAF,7,141,21,21,True,spatial_block=North America,-0.0999637737214576
per_capita,M1b,primary_training,CAF,7,141,21,21,True,spatial_block=Oceania,-0.05839101476643649
per_capita,M1b,primary_training,CAF,7,141,21,21,True,spatial_block=South America,-0.06828969540705368
per_capita,M1b,primary_training,CAF,7,141,21,21,True,income_group=Low-income countries,0.004313732992537782
per_capita,M1b,primary_training,CAF,7,141,21,21,True,income_group=Lower-middle-income countries,-0.011629439795224407
per_capita,M1b,primary_training,CAF,7,141,21,21,True,income_group=Upper-middle-income countries,-0.014552317287694804
per_capita,M1b,primary_training,TCD,8,140,21,21,True,intercept,0.15046104792213952
per_capita,M1b,primary_training,TCD,8,140,21,21,True,cum_co2_per_capita,0.015650512067527583
per_capita,M1b,primary_training,TCD,8,140,21,21,True,abs_latitude,0.0010212509923955262
per_capita,M1b,primary_training,TCD,8,140,21,21,True,elevation,-3.6917840809160143e-06
per_capita,M1b,primary_training,TCD,8,140,21,21,True,continentality,4.7325592225670615e-05
per_capita,M1b,primary_training,TCD,8,140,21,21,True,population,0.0037549939239028118
per_capita,M1b,primary_training,TCD,8,140,21,21,True,station_density,-0.0011255340618348884
per_capita,M1b,primary_training,TCD,8,140,21,21,True,baseline_dryness,-0.014088334647656523
per_capita,M1b,primary_training,TCD,8,140,21,21,True,climate_zone=B,0.0008243388167397976
per_capita,M1b,primary_training,TCD,8,140,21,21,True,climate_zone=C,-0.0277027041782879
per_capita,M1b,primary_training,TCD,8,140,21,21,True,climate_zone=D,-0.006460289797395054
per_capita,M1b,primary_training,TCD,8,140,21,21,True,climate_zone=E,-0.08402937691342824
per_capita,M1b,primary_training,TCD,8,140,21,21,True,hemisphere=S,-0.0316438599194077
per_capita,M1b,primary_training,TCD,8,140,21,21,True,spatial_block=Asia,-0.06297012649615566
per_capita,M1b,primary_training,TCD,8,140,21,21,True,spatial_block=Europe,-0.06442911702730428
per_capita,M1b,primary_training,TCD,8,140,21,21,True,spatial_block=North America,-0.09575236549574806
per_capita,M1b,primary_training,TCD,8,140,21,21,True,spatial_block=Oceania,-0.05355453167289811
per_capita,M1b,primary_training,TCD,8,140,21,21,True,spatial_block=South America,-0.062048871928890824
per_capita,M1b,primary_training,TCD,8,140,21,21,True,income_group=Low-income countries,0.003717008576277813
per_capita,M1b,primary_training,TCD,8,140,21,21,True,income_group=Lower-middle-income countries,-0.007758951980116662
per_capita,M1b,primary_training,TCD,8,140,21,21,True,income_group=Upper-middle-income countries,-0.013803597056059031
per_capita,M1b,primary_training,COG,9,143,21,21,True,intercept,0.1781206273833781
per_capita,M1b,primary_training,COG,9,143,21,21,True,cum_co2_per_capita,0.016813725610314825
per_capita,M1b,primary_training,COG,9,143,21,21,True,abs_latitude,0.000984516126555212
per_capita,M1b,primary_training,COG,9,143,21,21,True,elevation,-9.91876529175201e-07
per_capita,M1b,primary_training,COG,9,143,21,21,True,continentality,4.8848477085902214e-05
per_capita,M1b,primary_training,COG,9,143,21,21,True,population,0.0004428215551076759
per_capita,M1b,primary_training,COG,9,143,21,21,True,station_density,-0.0015563704480090158
per_capita,M1b,primary_training,COG,9,143,21,21,True,baseline_dryness,0.0013405917349551793
per_capita,M1b,primary_training,COG,9,143,21,21,True,climate_zone=B,0.0013229227202167567
per_capita,M1b,primary_training,COG,9,143,21,21,True,climate_zone=C,-0.026987942101236874
per_capita,M1b,primary_training,COG,9,143,21,21,True,climate_zone=D,-0.012076750974722866
per_capita,M1b,primary_training,COG,9,143,21,21,True,climate_zone=E,-0.0985849665041758
per_capita,M1b,primary_training,COG,9,143,21,21,True,hemisphere=S,-0.03381251774236369
per_capita,M1b,primary_training,COG,9,143,21,21,True,spatial_block=Asia,-0.05773100341275627
per_capita,M1b,primary_training,COG,9,143,21,21,True,spatial_block=Europe,-0.06695837218624066
per_capita,M1b,primary_training,COG,9,143,21,21,True,spatial_block=North America,-0.09920926990333077
per_capita,M1b,primary_training,COG,9,143,21,21,True,spatial_block=Oceania,-0.055172056155670154
per_capita,M1b,primary_training,COG,9,143,21,21,True,spatial_block=South America,-0.06585529247262349
per_capita,M1b,primary_training,COG,9,143,21,21,True,income_group=Low-income countries,-0.0008009569436822722
per_capita,M1b,primary_training,COG,9,143,21,21,True,income_group=Lower-middle-income countries,-0.014031348038516432
per_capita,M1b,primary_training,COG,9,143,21,21,True,income_group=Upper-middle-income countries,-0.01493421655720919
per_capita,M1b,primary_training,COD,10,133,21,21,True,intercept,0.1658561538684148
per_capita,M1b,primary_training,COD,10,133,21,21,True,cum_co2_per_capita,0.018775686135404018
per_capita,M1b,primary_training,COD,10,133,21,21,True,abs_latitude,0.0009549514048845745
per_capita,M1b,primary_training,COD,10,133,21,21,True,elevation,-3.936553472176322e-06
per_capita,M1b,primary_training,COD,10,133,21,21,True,continentality,5.126484422475762e-05
per_capita,M1b,primary_training,COD,10,133,21,21,True,population,0.00044282831726606475
per_capita,M1b,primary_training,COD,10,133,21,21,True,station_density,-0.0014924728304467425
per_capita,M1b,primary_training,COD,10,133,21,21,True,baseline_dryness,0.0030385793345086383
per_capita,M1b,primary_training,COD,10,133,21,21,True,climate_zone=B,0.010260675047410234
per_capita,M1b,primary_training,COD,10,133,21,21,True,climate_zone=C,-0.01801582839363106
per_capita,M1b,primary_training,COD,10,133,21,21,True,climate_zone=D,-0.0034575397705777244
per_capita,M1b,primary_training,COD,10,133,21,21,True,climate_zone=E,-0.08932261756515802
per_capita,M1b,primary_training,COD,10,133,21,21,True,hemisphere=S,-0.04157490593501295
per_capita,M1b,primary_training,COD,10,133,21,21,True,spatial_block=Asia,-0.056932961446103526
per_capita,M1b,primary_training,COD,10,133,21,21,True,spatial_block=Europe,-0.06755654487512866
per_capita,M1b,primary_training,COD,10,133,21,21,True,spatial_block=North America,-0.09494074211061208
per_capita,M1b,primary_training,COD,10,133,21,21,True,spatial_block=Oceania,-0.04690788833199874
per_capita,M1b,primary_training,COD,10,133,21,21,True,spatial_block=South America,-0.05651494629054998
per_capita,M1b,primary_training,COD,10,133,21,21,True,income_group=Low-income countries,0.012811443866722045
per_capita,M1b,primary_training,COD,10,133,21,21,True,income_group=Lower-middle-income countries,-0.00875261938950663
per_capita,M1b,primary_training,COD,10,133,21,21,True,income_group=Upper-middle-income countries,-0.01297341272839476
per_capita,M1b,primary_training,CIV,11,141,21,21,True,intercept,0.14330469078288105
per_capita,M1b,primary_training,CIV,11,141,21,21,True,cum_co2_per_capita,0.017983969196467848
per_capita,M1b,primary_training,CIV,11,141,21,21,True,abs_latitude,0.0010353307957779708
per_capita,M1b,primary_training,CIV,11,141,21,21,True,elevation,2.947865320626956e-07
per_capita,M1b,primary_training,CIV,11,141,21,21,True,continentality,4.2315230323732706e-05
per_capita,M1b,primary_training,CIV,11,141,21,21,True,population,0.001917413560214413
per_capita,M1b,primary_training,CIV,11,141,21,21,True,station_density,-0.001555487166648728
per_capita,M1b,primary_training,CIV,11,141,21,21,True,baseline_dryness,-0.003930301460064272
per_capita,M1b,primary_training,CIV,11,141,21,21,True,climate_zone=B,0.0023536540871898952
per_capita,M1b,primary_training,CIV,11,141,21,21,True,climate_zone=C,-0.023562473746563815
per_capita,M1b,primary_training,CIV,11,141,21,21,True,climate_zone=D,-0.008059486874326012
per_capita,M1b,primary_training,CIV,11,141,21,21,True,climate_zone=E,-0.09157707509791825
per_capita,M1b,primary_training,CIV,11,141,21,21,True,hemisphere=S,-0.01903053054678294
per_capita,M1b,primary_training,CIV,11,141,21,21,True,spatial_block=Asia,-0.04367001903849689
per_capita,M1b,primary_training,CIV,11,141,21,21,True,spatial_block=Europe,-0.05113107478298344
per_capita,M1b,primary_training,CIV,11,141,21,21,True,spatial_block=North America,-0.08021451189760592
per_capita,M1b,primary_training,CIV,11,141,21,21,True,spatial_block=Oceania,-0.053153659649265536
per_capita,M1b,primary_training,CIV,11,141,21,21,True,spatial_block=South America,-0.058409391707208255
per_capita,M1b,primary_training,CIV,11,141,21,21,True,income_group=Low-income countries,0.009047150381941153
per_capita,M1b,primary_training,CIV,11,141,21,21,True,income_group=Lower-middle-income countries,-0.008469555802821731
per_capita,M1b,primary_training,CIV,11,141,21,21,True,income_group=Upper-middle-income countries,-0.012933635737495747
per_capita,M1b,primary_training,DJI,12,145,21,21,True,intercept,0.15720652854766562
per_capita,M1b,primary_training,DJI,12,145,21,21,True,cum_co2_per_capita,0.01435491727270976
per_capita,M1b,primary_training,DJI,12,145,21,21,True,abs_latitude,0.0011794382276907529
per_capita,M1b,primary_training,DJI,12,145,21,21,True,elevation,-8.355417554234103e-07
per_capita,M1b,primary_training,DJI,12,145,21,21,True,continentality,4.3501164480969856e-05
per_capita,M1b,primary_training,DJI,12,145,21,21,True,population,0.002704425188217265
per_capita,M1b,primary_training,DJI,12,145,21,21,True,station_density,-0.001648683455847454
per_capita,M1b,primary_training,DJI,12,145,21,21,True,baseline_dryness,0.0006911727887468903
per_capita,M1b,primary_training,DJI,12,145,21,21,True,climate_zone=B,0.002798824685669613
per_capita,M1b,primary_training,DJI,12,145,21,21,True,climate_zone=C,-0.025311616268046903
per_capita,M1b,primary_training,DJI,12,145,21,21,True,climate_zone=D,-0.009920900067947477
per_capita,M1b,primary_training,DJI,12,145,21,21,True,climate_zone=E,-0.09739232875350866
per_capita,M1b,primary_training,DJI,12,145,21,21,True,hemisphere=S,-0.02677019078124888
per_capita,M1b,primary_training,DJI,12,145,21,21,True,spatial_block=Asia,-0.05535090665546981
per_capita,M1b,primary_training,DJI,12,145,21,21,True,spatial_block=Europe,-0.06528618972085931
per_capita,M1b,primary_training,DJI,12,145,21,21,True,spatial_block=North America,-0.09316947586247404
per_capita,M1b,primary_training,DJI,12,145,21,21,True,spatial_block=Oceania,-0.05832093585507093
per_capita,M1b,primary_training,DJI,12,145,21,21,True,spatial_block=South America,-0.0642741324830078
per_capita,M1b,primary_training,DJI,12,145,21,21,True,income_group=Low-income countries,-0.0037336058736134638
per_capita,M1b,primary_training,DJI,12,145,21,21,True,income_group=Lower-middle-income countries,-0.01247941909625973
per_capita,M1b,primary_training,DJI,12,145,21,21,True,income_group=Upper-middle-income countries,-0.015616394573732576
per_capita,M1b,primary_training,EGY,13,137,21,21,True,intercept,0.14679413865832397
per_capita,M1b,primary_training,EGY,13,137,21,21,True,cum_co2_per_capita,0.02082189131003118
per_capita,M1b,primary_training,EGY,13,137,21,21,True,abs_latitude,0.0011012144984837832
per_capita,M1b,primary_training,EGY,13,137,21,21,True,elevation,-2.6797634536163076e-06
per_capita,M1b,primary_training,EGY,13,137,21,21,True,continentality,3.42641699646939e-05
per_capita,M1b,primary_training,EGY,13,137,21,21,True,population,0.0016824122431215198
per_capita,M1b,primary_training,EGY,13,137,21,21,True,station_density,-0.0011304148177886009
per_capita,M1b,primary_training,EGY,13,137,21,21,True,baseline_dryness,-0.020087359414989528
per_capita,M1b,primary_training,EGY,13,137,21,21,True,climate_zone=B,-0.000994200518204729
per_capita,M1b,primary_training,EGY,13,137,21,21,True,climate_zone=C,-0.02674982132901271
per_capita,M1b,primary_training,EGY,13,137,21,21,True,climate_zone=D,-0.010923482136570557
per_capita,M1b,primary_training,EGY,13,137,21,21,True,climate_zone=E,-0.09097113287431238
per_capita,M1b,primary_training,EGY,13,137,21,21,True,hemisphere=S,-0.02702568127280437
per_capita,M1b,primary_training,EGY,13,137,21,21,True,spatial_block=Asia,-0.0504398834388056
per_capita,M1b,primary_training,EGY,13,137,21,21,True,spatial_block=Europe,-0.05772419474355294
per_capita,M1b,primary_training,EGY,13,137,21,21,True,spatial_block=North America,-0.08939863544432593
per_capita,M1b,primary_training,EGY,13,137,21,21,True,spatial_block=Oceania,-0.05613692866716324
per_capita,M1b,primary_training,EGY,13,137,21,21,True,spatial_block=South America,-0.057514284118524654
per_capita,M1b,primary_training,EGY,13,137,21,21,True,income_group=Low-income countries,0.020369551402283533
per_capita,M1b,primary_training,EGY,13,137,21,21,True,income_group=Lower-middle-income countries,-0.0002936385030444497
per_capita,M1b,primary_training,EGY,13,137,21,21,True,income_group=Upper-middle-income countries,-0.012494927554755685
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,intercept,0.16983168928601824
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,cum_co2_per_capita,0.018525504403761526
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,abs_latitude,0.000885310010973535
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,elevation,-1.6465206769269345e-06
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,continentality,4.6229202272762214e-05
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,population,0.001246114598681468
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,station_density,-0.0017979576621182567
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,baseline_dryness,0.004384122080506591
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,climate_zone=B,0.006447525163541569
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,climate_zone=C,-0.021714130067990604
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,climate_zone=D,-0.007118602585399025
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,climate_zone=E,-0.09266287791753029
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,hemisphere=S,-0.03102766037089917
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,spatial_block=Asia,-0.057865441244494144
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,spatial_block=Europe,-0.0679786288338169
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,spatial_block=North America,-0.09952102511477964
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,spatial_block=Oceania,-0.0607528718433507
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,spatial_block=South America,-0.06902291256268783
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,income_group=Low-income countries,0.0007413690771576193
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,income_group=Lower-middle-income countries,-0.010998662283995432
per_capita,M1b,primary_training,GNQ,14,145,21,21,True,income_group=Upper-middle-income countries,-0.013932981387598124
per_capita,M1b,primary_training,ERI,15,143,21,21,True,intercept,0.1415287225223978
per_capita,M1b,primary_training,ERI,15,143,21,21,True,cum_co2_per_capita,0.01480598355396522
per_capita,M1b,primary_training,ERI,15,143,21,21,True,abs_latitude,0.001137537659992172
per_capita,M1b,primary_training,ERI,15,143,21,21,True,elevation,-1.224002521531433e-06
per_capita,M1b,primary_training,ERI,15,143,21,21,True,continentality,4.098373069415236e-05
per_capita,M1b,primary_training,ERI,15,143,21,21,True,population,0.004757923746751866
per_capita,M1b,primary_training,ERI,15,143,21,21,True,station_density,-0.0014171013661658845
per_capita,M1b,primary_training,ERI,15,143,21,21,True,baseline_dryness,-0.006488140848746069
per_capita,M1b,primary_training,ERI,15,143,21,21,True,climate_zone=B,0.004205824435504006
per_capita,M1b,primary_training,ERI,15,143,21,21,True,climate_zone=C,-0.02636549396492319
per_capita,M1b,primary_training,ERI,15,143,21,21,True,climate_zone=D,-0.007146257800514235
per_capita,M1b,primary_training,ERI,15,143,21,21,True,climate_zone=E,-0.08909868814207841
per_capita,M1b,primary_training,ERI,15,143,21,21,True,hemisphere=S,-0.028546550660546323
per_capita,M1b,primary_training,ERI,15,143,21,21,True,spatial_block=Asia,-0.05927587433604346
per_capita,M1b,primary_training,ERI,15,143,21,21,True,spatial_block=Europe,-0.06440025262138224
per_capita,M1b,primary_training,ERI,15,143,21,21,True,spatial_block=North America,-0.09286401492179747
per_capita,M1b,primary_training,ERI,15,143,21,21,True,spatial_block=Oceania,-0.05571501872614384
per_capita,M1b,primary_training,ERI,15,143,21,21,True,spatial_block=South America,-0.06242044029069358
per_capita,M1b,primary_training,ERI,15,143,21,21,True,income_group=Low-income countries,-0.00012001527376956581
per_capita,M1b,primary_training,ERI,15,143,21,21,True,income_group=Lower-middle-income countries,-0.008883658844868487
per_capita,M1b,primary_training,ERI,15,143,21,21,True,income_group=Upper-middle-income countries,-0.01527111263393643
per_capita,M1b,primary_training,ETH,16,141,21,21,True,intercept,0.15466009341955844
per_capita,M1b,primary_training,ETH,16,141,21,21,True,cum_co2_per_capita,0.014672472889900406
per_capita,M1b,primary_training,ETH,16,141,21,21,True,abs_latitude,0.0010927567382373556
per_capita,M1b,primary_training,ETH,16,141,21,21,True,elevation,-2.575569287422048e-06
