representation,model,protocol,fit,held_out_iso3,n_train,n_test,levels,columns,matrix_columns,matrix_rank,baseline_columns,baseline_rank,n_train_sh,latitude_state,test_below_lower_boundary,test_above_upper_boundary
per_capita,M2,primary_loco,CIV,CIV,141,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,29,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 18.65888888888889, 38.30848739495798, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.2a8acf13579bep+4"", ""0x1.3277c83d44950p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 141, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,DJI,DJI,145,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,29,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 16.87, 37.78, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.0deb851eb851fp+4"", ""0x1.2e3d70a3d70a4p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 145, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,EGY,EGY,137,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,29,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.500888888888888, 38.84888888888887, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.d007482296a44p+3"", ""0x1.36ca8641fdb95p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 137, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,GNQ,GNQ,145,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,28,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [1.3366666666666667, 18.48, 37.78, 65.09], ""knots_hex"": [""0x1.562fc962fc963p+0"", ""0x1.27ae147ae147bp+4"", ""0x1.2e3d70a3d70a4p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 145, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,ERI,ERI,143,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,29,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 17.40666666666666, 37.93142857142857, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.1681b4e81b4e6p+4"", ""0x1.2f7390d2a6c40p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 143, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,ETH,ETH,141,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,27,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 18.48, 38.30848739495798, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.27ae147ae147bp+4"", ""0x1.3277c83d44950p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 141, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,GAB,GAB,143,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,26,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [1.3366666666666667, 18.48, 37.93142857142857, 65.09], ""knots_hex"": [""0x1.562fc962fc963p+0"", ""0x1.27ae147ae147bp+4"", ""0x1.2f7390d2a6c40p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 143, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",1,0
per_capita,M2,primary_loco,GHA,GHA,142,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,29,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 18.48, 38.00714285714286, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.27ae147ae147bp+4"", ""0x1.300ea0ea0ea0fp+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 142, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,GIN,GIN,142,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,29,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 18.48, 38.00714285714286, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.27ae147ae147bp+4"", ""0x1.300ea0ea0ea0fp+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 142, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,GNB,GNB,145,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,29,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 16.87, 37.78, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.0deb851eb851fp+4"", ""0x1.2e3d70a3d70a4p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 145, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,KEN,KEN,142,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,24,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 18.48, 38.00714285714286, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.27ae147ae147bp+4"", ""0x1.300ea0ea0ea0fp+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 142, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,LSO,LSO,146,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,24,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.603444444444444, 37.38407263294422, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.d34f6ab93aefdp+3"", ""0x1.2b1294ac2e45bp+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 146, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,LBR,LBR,143,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,29,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 18.48, 37.93142857142857, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.27ae147ae147bp+4"", ""0x1.2f7390d2a6c40p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 143, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,LBY,LBY,142,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,29,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.947999999999999, 36.592217898832686, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.de5604189374bp+3"", ""0x1.24bcdcbcdcbcep+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 142, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,MDG,MDG,149,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,27,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.75933333333333, 36.310088123031306, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.d84c756b2dbd0p+3"", ""0x1.227b0f7b5a614p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 149, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,MWI,MWI,145,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,23,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 15.270000000000001, 37.78, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.e8a3d70a3d70bp+3"", ""0x1.2e3d70a3d70a4p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 145, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,MLI,MLI,135,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,29,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 18.802666666666667, 39.442962962962966, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.2cd7b900aec34p+4"", ""0x1.3b8b302a7a1f2p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 135, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,MRT,MRT,142,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,29,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 15.270000000000001, 37.78, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.e8a3d70a3d70bp+3"", ""0x1.2e3d70a3d70a4p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 142, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,MAR,MAR,145,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,29,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.665, 35.745828571428575, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.d547ae147ae14p+3"", ""0x1.1df774f855aa4p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 145, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,MOZ,MOZ,140,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,18,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 15.05533333333333, 38.609831932773105, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.e1c54a6921734p+3"", ""0x1.34e0ef907a892p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 140, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
per_capita,M2,primary_loco,NAM,NAM,145,1,"{""climate_zone"": [""A"", ""B"", ""C"", ""D"", ""E""], ""hemisphere"": [""N"", ""S""], ""income_group"": [""High-income countries"", ""Low-income countries"", ""Lower-middle-income countries"", ""Upper-middle-income countries""], ""spatial_block"": [""Africa"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""]}",intercept|cum_co2_per_capita|abs_latitude|elevation|continentality|population|station_density|climate_zone=B|climate_zone=C|climate_zone=D|climate_zone=E|hemisphere=S|spatial_block=Asia|spatial_block=Europe|spatial_block=North America|spatial_block=Oceania|spatial_block=South America|income_group=Low-income countries|income_group=Lower-middle-income countries|income_group=Upper-middle-income countries|abs_latitude_ns1|abs_latitude_ns2|hemisphere=S:abs_latitude,23,23,20,20,23,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.947999999999999, 37.78, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.de5604189374bp+3"", ""0x1.2e3d70a3d70a4p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 145, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",0,0
